INTERNO	DESCRICAO	QUANTIDADE	CODIGO EAN
21792	BLUSA DOCE TRAMA 104352	1	7900096076091,00
21766	BLUSA DOCE TRAMA 104385	1	7900096081521,00
20868	BLUSA DOCE TRAMA 104417	1	7900096076640,00
21773	BLUSA DOCE TRAMA 104420	2	7900096076503,00
25809	BLUSA DOCE TRAMA 104510	4	7900096150418,00
20869	BLUSA DOCE TRAMA 104536	1	7900096060441,00
24084	BLUSA DOCE TRAMA 104925	2	7900096181931,00
23288	BLUSA DOCE TRAMA 104933	1	7900096186370,00
24081	BLUSA DOCE TRAMA 104981	2	7900096184499,00
23278	BLUSA DOCE TRAMA 104999	1	7900096193835,00
23893	BLUSA DOCE TRAMA 105013	1	7900096155178,00
23280	BLUSA DOCE TRAMA 105023	1	7900096182549,00
11577	BLUSA DOCE TRAMA 105046	1	7900096166624,00
23291	BLUSA DOCE TRAMA 105047	1	7900096196638,00
11581	BLUSA DOCE TRAMA 105114	2	7900096183744,00
23294	BLUSA DOCE TRAMA 105116	1	7900096168314,00
23882	BLUSA DOCE TRAMA 105152	1	7900096166877,00
11580	BLUSA DOCE TRAMA 105155	1	7900096174223,00
25811	BLUSA DOCE TRAMA 105301	4	7900096232657,00
25815	BLUSA DOCE TRAMA 106096	4	7900096419782,00
25828	BLUSA DOCE TRAMA 106104	2	7900096405549,00
25821	BLUSA DOCE TRAMA 106190	6	7900096437250,00
25830	BLUSA DOCE TRAMA 106263	4	7900096420399,00
25804	BLUSA DOCE TRAMA 106354	4	7900096420610,00
25824	BLUSA DOCE TRAMA 106368	4	7900096441011,00
25812	BLUSA DOCE TRAMA 106383	3	7900096440908,00
25816	BLUSA DOCE TRAMA 106393	3	7900096434532,00
25810	BLUSA DOCE TRAMA 106420	3	7900096440847,00
12048	BLUSA DOCE TRAMA 200303	1	7898469329830,00
11583	BLUSA DOCE TRAMA 200313	1	7898469327294,00
15473	BLUSA DOCE TRAMA 201019	2	7898469485031,00
15476	BLUSA DOCE TRAMA 201064	1	7898469493265,00
16903	BLUSA DOCE TRAMA 201196	2	7898469563975,00
16906	BLUSA DOCE TRAMA 201215	1	7898469587452,00
9994	BLUSA DOCE TRAMA 201272	1	7898469609376,00
9165	BLUSA DOCE TRAMA 201327	1	7898469606337,00
10390	BLUSA DOCE TRAMA 201329	1	7898469594405,00
19078	BLUSA DOCE TRAMA 201351	2	7898469645541,00
18989	BLUSA DOCE TRAMA 201352	1	7898469993024,00
18991	BLUSA DOCE TRAMA 201357	2	7898469648030,00
18992	BLUSA DOCE TRAMA 201382	1	7898469637393,00
13733	BLUSA DOCE TRAMA 201389	2	7898469999965,00
18963	BLUSA DOCE TRAMA 201413	1	7898469996667,00
10396	BLUSA DOCE TRAMA 201438	1	7898469644865,00
19484	BLUSA DOCE TRAMA 201453	2	7900096001857,00
19483	BLUSA DOCE TRAMA 201454	1	7900096034633,00
19986	BLUSA DOCE TRAMA 201467	1	7898469671274,00
19979	BLUSA DOCE TRAMA 201476	1	7900096026362,00
19981	BLUSA DOCE TRAMA 201484	1	7900096032080,00
19972	BLUSA DOCE TRAMA 201488	2	7900096028533,00
19454	BLUSA DOCE TRAMA 201498	1	7900096027888,00
19983	BLUSA DOCE TRAMA 201596	2	7900096024108,00
23286	BLUSA DOCE TRAMA 201860	2	7900096172380,00
6543	BLUSA DOCE TRAMA 201865	1	7900096149115,00
23884	BLUSA DOCE TRAMA 201895	2	7900096157035,00
23895	BLUSA DOCE TRAMA 201907	1	7900096151620,00
9252	BLUSA DOCE TRAMA 20371	1	7898469893973,00
11587	BLUSA DOCE TRAMA 300185 	1	7898469327812,00
11588	BLUSA DOCE TRAMA 300207 	1	7898469325511,00
7404	BLUSA DOCE TRAMA 30767	1	7898469092543,00
3772	BLUSA DOCE TRAMA 338	1	7898469033997,00
505	BLUSA DOCE TRAMA 368	1	7898469026340,00
9177	BLUSA DOCE TRAMA 466	1	7898469027989,00
13738	BLUSA DOCE TRAMA 6302240	1	7898469449149,00
67	BLUSA DOCE TRAMA 6302562	2	7898469604326,00
17876	BLUSA DOCE TRAMA 6302576	1	7898469624683,00
5515	BLUSA DOCE TRAMA 681	1	7898469045792,00
3933	BLUSA DOCE TRAMA 715	1	7898469078158,00
7538	BLUSA DOCE TRAMA 8631, 9437	1	~7898469693788
7549	BLUSA DOCE TRAMA 8667	1	7898469204045,00
7544	BLUSA DOCE TRAMA 8822, 8823	2	7898469223763,00
6919	BLUSA DOCE TRAMA 8973, 9327	1	7898469692880,00
5615	BLUSA DOCE TRAMA 9817	1	7898469736188,00
5856	BLUSA ELIAN 181819	2	7909462693719,00
3082	BLUSA ELITE 125854	5	7892888161347,00
1525	BLUSA ELITE 135004	1	7892888367299,00
12181	BLUSA ELITE 135108	1	7892888681784,00
6462	BLUSA ELITE 135399	1	7892888275792,00
4614	BLUSA ELITE M-GG 119605	3	SEM GTIN
9663	BLUSA ELITE P-GG 125674	1	7892888352257,00
2590	BLUSA FORMITZ 54116	1	7891114833485,00
4591	BLUSA JUV. ML. 66614	1	7909683705222,00
3536	BLUSA JUV. ML. 66615	2	7909683712718,00
12211	BLUSA LECIMAR 1887	1	7909357106782,00
21850	BLUSA LUNENDER 1005	1	7900066061171,00
23318	BLUSA LUNENDER 1032	2	7900066257024,00
1898	BLUSA LUNENDER 300	1	7909474720922,00
13993	BLUSA LUNENDER 46965	1	7909683488927,00
14262	BLUSA LUNENDER 46980	1	7909683489511,00
23320	BLUSA LUNENDER 47346	1	7900066721631,00
23228	BLUSA LUNENDER 481	2	7900066567949,00
23208	BLUSA LUNENDER 49161	1	7900066796387,00
22818	BLUSA LUNENDER 49433	2	7900066690258,00
22819	BLUSA LUNENDER 49434	1	7900066790323,00
22820	BLUSA LUNENDER 49435	1	7900066735690,00
21073	BLUSA LUNENDER 665	2	7900066210470,00
3142	BLUSA LUNENDER TRICO 25969	1	7909400819829,00
3177	BLUSA MIXUS 30143	1	7899343462513,00
9235	BLUSA ML. 39740	1	7909442466326,00
2065	BLUSA ML. 40424	2	7909442126060,00
10958	BLUSA ML. DOCE TRAMA 049	1	7898469290307,00
6863	BLUSA ML. DOCE TRAMA 10035	2	SEM GTIN
15437	BLUSA ML. DOCE TRAMA 102838	3	7898469495979,00
15440	BLUSA ML. DOCE TRAMA 102849	1	7898469495801,00
15450	BLUSA ML. DOCE TRAMA 102901	1	7898469500079,00
15452	BLUSA ML. DOCE TRAMA 102918	3	7898469501175,00
15455	BLUSA ML. DOCE TRAMA 102926	1	7898469485239,00
15458	BLUSA ML. DOCE TRAMA 102937	1	7898469507405,00
16879	BLUSA ML. DOCE TRAMA 103320	1	7898469572212,00
4307	BLUSA ML. DOCE TRAMA 103408	1	7898469599882,00
9219	BLUSA ML. DOCE TRAMA 103427	1	7898469602520,00
18693	BLUSA ML. DOCE TRAMA 103478	1	7898469595426,00
15457	BLUSA ML. DOCE TRAMA 103522	1	7898469614059,00
17869	BLUSA ML. DOCE TRAMA 103575	1	7898469595044,00
10951	BLUSA ML. DOCE TRAMA 103644	1	7898469652365,00
9132	BLUSA ML. DOCE TRAMA 10431	1	7898469787807,00
20825	BLUSA ML. DOCE TRAMA 104344	4	7900096071782,00
20826	BLUSA ML. DOCE TRAMA 104346	4	7900096080555,00
21779	BLUSA ML. DOCE TRAMA 104348	4	7900096077272,00
21783	BLUSA ML. DOCE TRAMA 104372	1	7900096084034,00
21767	BLUSA ML. DOCE TRAMA 104405	1	7900096074660,00
21797	BLUSA ML. DOCE TRAMA 104416	1	7900096072420,00
21799	BLUSA ML. DOCE TRAMA 104418	2	7900096050626,00
20835	BLUSA ML. DOCE TRAMA 104423	1	7900096084645,00
20828	BLUSA ML. DOCE TRAMA 104430	9	7900096060328,00
22048	BLUSA ML. DOCE TRAMA 104441	2	7900096082252,00
20830	BLUSA ML. DOCE TRAMA 104442	2	7900096068973,00
21801	BLUSA ML. DOCE TRAMA 104451	2	7900096089435,00
21786	BLUSA ML. DOCE TRAMA 104458	2	7900096051586,00
21775	BLUSA ML. DOCE TRAMA 104475	2	7900096050800,00
20831	BLUSA ML. DOCE TRAMA 104488	1	7900096084737,00
21778	BLUSA ML. DOCE TRAMA 104533	2	7900096078750,00
3310	BLUSA ML. DOCE TRAMA 10458	1	7898469054992,00
25817	BLUSA ML. DOCE TRAMA 106215	4	7900096429033,00
25819	BLUSA ML. DOCE TRAMA 106349	1	7900096415906,00
25826	BLUSA ML. DOCE TRAMA 106353	3	7900096429156,00
25825	BLUSA ML. DOCE TRAMA 106397	3	7900096431760,00
25829	BLUSA ML. DOCE TRAMA 106408	4	7900096432170,00
25808	BLUSA ML. DOCE TRAMA 106410	1	7900096432491,00
10944	BLUSA ML. DOCE TRAMA 1403	2	7898469283729,00
10945	BLUSA ML. DOCE TRAMA 1441	2	7898469270682,00
10949	BLUSA ML. DOCE TRAMA 1465	1	7898469282029,00
10956	BLUSA ML. DOCE TRAMA 1541	1	7898469283378,00
22051	BLUSA ML. DOCE TRAMA 201631	3	7900096079351,00
20832	BLUSA ML. DOCE TRAMA 201640	4	7900096088551,00
21782	BLUSA ML. DOCE TRAMA 201662	2	7900096051951,00
21849	BLUSA ML. DOCE TRAMA 201672	1	7900096062032,00
9225	BLUSA ML. DOCE TRAMA 30217	1	7898469841868,00
4259	BLUSA ML. DOCE TRAMA 30793	1	7898469057177,00
10938	BLUSA ML. DOCE TRAMA 517	2	7898469054572,00
7840	BLUSA ML. DOCE TRAMA 695	1	7898469056644,00
9996	BLUSA ML. DOCE TRAMA 747	1	7898469082131,00
7546	BLUSA ML. DOCE TRAMA 8843	1	7898469231256,00
7983	BLUSA ML. DOCE TRAMA 9576	2	7898469751723,00
7540	BLUSA ML. DOCE TRAMA 9825	1	7898469756407,00
6864	BLUSA ML. DOCE TRAMA 9860	3	7898469753543,00
14512	BLUSA ML. ELITE CICLISTA 135230	4	7892888428280,00
14511	BLUSA ML. ELITE CICLISTA 135234	3	7892888432768,00
4032	BLUSA ML. FORMITZ 54110	1	7891114832679,00
10812	BLUSA ML. SELENE TERMICA 20750	7	7891290803531,00
3412	BLUSA ML. TWIG	1	1130300550017,00
3537	BLUSA NONATA 301	1	SEM GTIN
6587	BLUSA NONATA 716	1	SEM GTIN
4023	BLUSA NONATA 750	1	SEM GTIN
3107	BLUSA NONATA LISA JI HAS ZHONG ZHUGUOFEN	1	SEM GTIN
25835	BLUSA OPOSICAO FEM. 76831	2	7900203502055,00
3254	BLUSA PARADISE 2055	1	1011300210012,00
4477	BLUSA POLO FATAL SIMP.	1	7891000442487,00
6517	BLUSA REG. COTTON GRIPON C/ STRASS	1	9219612370,00
9228	BLUSA REG. DOCE TRAMA 101080	1	7898469121649,00
9182	BLUSA REG. DOCE TRAMA 101081	1	7898469121427,00
10391	BLUSA REG. DOCE TRAMA 101143	1	7898469211944,00
10395	BLUSA REG. DOCE TRAMA 101176	1	7898469216833,00
9127	BLUSA REG. DOCE TRAMA 101177	2	7898469212576,00
8675	BLUSA REG. DOCE TRAMA 101265	3	7898469196203,00
11767	BLUSA REG. DOCE TRAMA 101694 	2	7898469328161,00
12046	BLUSA REG. DOCE TRAMA 101743	1	7898469325085,00
15453	BLUSA REG. DOCE TRAMA 102922	1	7898469506064,00
15459	BLUSA REG. DOCE TRAMA 102938	1	7898469484324,00
15461	BLUSA REG. DOCE TRAMA 102944	1	7898469492770,00
16881	BLUSA REG. DOCE TRAMA 103239	1	7898469570430,00
16883	BLUSA REG. DOCE TRAMA 103248	1	7898469566976,00
16892	BLUSA REG. DOCE TRAMA 103335	3	7898469576050,00
16894	BLUSA REG. DOCE TRAMA 103349	1	7898469568888,00
16895	BLUSA REG. DOCE TRAMA 103350	1	7898469570850,00
16897	BLUSA REG. DOCE TRAMA 103364	2	7898469574315,00
16896	BLUSA REG. DOCE TRAMA 10351	1	7898469576173,00
3465	BLUSA REG. DOCE TRAMA 103649	1	7898469654062,00
18981	BLUSA REG. DOCE TRAMA 103669	1	7898469352111,00
9224	BLUSA REG. DOCE TRAMA 103774	2	7898469643820,00
1626	BLUSA REG. DOCE TRAMA 103829	1	7898469351916,00
968	BLUSA REG. DOCE TRAMA 103848	1	7898469644209,00
9992	BLUSA REG. DOCE TRAMA 103851	2	7898469992270,00
19466	BLUSA REG. DOCE TRAMA 103878	2	7898469669271,00
15443	BLUSA REG. DOCE TRAMA 10860	1	7898469489152,00
7242	BLUSA REG. DOCE TRAMA 10869	1	7898469880003,00
12047	BLUSA REG. DOCE TRAMA 200302	2	7898469335190,00
10349	BLUSA REG. DOCE TRAMA 201388	2	7898469652044,00
10224	BLUSA REG. DOCE TRAMA 201954	1	7900096165481,00
7084	BLUSA REG. DOCE TRAMA 20346	1	7898469889952,00
4476	BLUSA REG. DOCE TRAMA 20353	2	7898469883349,00
312	BLUSA REG. DOCE TRAMA 20354 	2	7898469898817,00
9223	BLUSA REG. DOCE TRAMA 30944	1	7898469218196,00
10403	BLUSA REG. DOCE TRAMA 30953	2	7898469253364,00
14548	BLUSA REG. DOCE TRAMA 6302295	1	7898469455416,00
15488	BLUSA REG. DOCE TRAMA 6302404	1	7898469493043,00
16924	BLUSA REG. DOCE TRAMA 6302537	2	7898469583133,00
3071	BLUSA REG. DOCE TRAMA 8793, 8821	1	7898469233076,00
1527	BLUSA REG. ELIAN 181775	1	7909462681839,00
3174	BLUSA REG. ELITE 119185	1	7892888831493,00
2346	BLUSA REG. ELITE 119674	1	7892888785635,00
585	BLUSA REG. ELITE 119903	7	7892888425289,00
16671	BLUSA REG. ELITE 129145	5	7892888641894,00
16670	BLUSA REG. ELITE 129179	1	7892888709792,00
9653	BLUSA REG. ELITE 129274	19	7892888273699,00
1071	BLUSA REG. ELITE 129425	1	7892888998219,00
12204	BLUSA REG. LECIMAR 1880	1	
12210	BLUSA REG. LECIMAR 1890	1	7890906705832,00
14260	BLUSA REG. LUNENDER 46962	1	7909683502913,00
23177	BLUSA REG. LUNENDER 76284	3	7900066530028,00
23182	BLUSA REG. LUNENDER 79001	9	7900066458988,00
3320	BLUSA REG. NONATA 100	1	SEM GTIN
6862	BLUSA REG. NONATA 165, 817,2065	1	SEM GTIN
580	BLUSA REG. NONATA 300	1	SEM GTIN
9010	BLUSA REG. NONATA 722	1	SEM GTIN
5387	BLUSA REG. NONATA 736	1	SEM GTIN
2652	BLUSA REG. SAGO 26535, 538	1	SEM GTIN
13005	BLUSA REG. SELENE 20850	1	7891290730943,00
2192	BLUSA REG. SELENE 20855	6	7891290936031,00
19018	BLUSA REG. SELENE 20914	2	7891290943442,00
19031	BLUSA REG. SELENE 24945	2	7891290830704,00
9029	BLUSA REG. TORPEDO 	1	SEM GTIN
1251	BLUSA REG. VICTORIA FASHION 	1	SEM GTIN
2571	BLUSA RENDA MIXUS 30112	1	7899343459575,00
139	BLUSA SAGO 14611	2	SEM GTIN
5516	BLUSA SAGO 225	1	SEM GTIN
3996	BLUSA SEGUNDA PELE TRIFIL	7	7895510061916,00
13007	BLUSA SELENE 20817	2	7891290830339,00
11413	BLUSA SELENE 20860	3	7891290766249,00
16988	BLUSA SELENE 24834	2	7891290877266,00
16987	BLUSA SELENE 24980	1	7891290879857,00
4031	BLUSA VERSIGION 661, 659	1	SEM GTIN
2725	BLUSA VICTORIA FASHION COSTA V.	2	SEM GTIN
15456	BLUSAO ML. DOCE TRAMA 102927	2	7898469512928,00
12726	BLUSAO ML. MOMENTUS 580542	2	7899833843518,00
12727	BLUSAO ML. MOMENTUS 580548	5	7899833826856,00
15516	BLUSAO MOL. FEM. MOMENTUS 76035	1	7899833954948,00
9957	BLUSAO MOL. MOMENTUS 56240	3	7899833761522,00
15495	BLUSAO MOL. MOMENTUS 56578	4	7899833954917,00
15497	BLUSAO MOL. MOMENTUS 56676	2	7899833972270,00
10520	BLUSAO MOL. MOMENTUS 580089	4	7899833761225,00
10521	BLUSAO MOL. MOMENTUS 580090	5	7899833761270,00
15502	BLUSAO MOL. MOMENTUS 580683	9	7899833968167,00
6472	BODY DOCE TRAMA 101207	1	7898469222902,00
19447	BODY DOCE TRAMA 104097	1	7900096011887,00
9128	BODY DOCE TRAMA 20031	1	7898469196159,00
6533	CALCA ADORA 3112	1	SEM GTIN
19396	CALCA B. AMIL 1788	8	7908280789352,00
8067	CALCA B. AMIL 989	6	7898643633968,00
2625	CALCA B. BIVIK LYCRA BRANCA	1	7899251176861,00
2592	CALCA B. BIVIK LYCRA BRANCA 03022	2	7898944296749,00
290	CALCA B. BIVIK LYCRA BRANCA 0773, 2250	1	7899313052386,00
3840	CALCA B. BIVIK LYCRA BRANCA 44007	1	7899653407365,00
158	CALCA B. BIVIK LYCRA CIGARRETE BR 03639	1	7898944258808,00
3977	CALCA B. BIVIK MASC. GG 2178	2	7899251129713,00
2543	CALCA B. BIVIK SOCIAL 0280, 47617	2	7899114101542,00
23752	CALCA B. DELIZ D1000A	13	7899108539283,00
23775	CALCA B. DELIZ D1000AT	16	7908467707261,00
24100	CALCA B. DOCE TRAMA 105005	7	7900096184673,00
9767	CALCA B. ELITE 119743	1	7892888001384,00
3364	CALCA B. ENERGIZ 141176	1	2279365001641,00
6933	CALCA B. FEM. YOUNG 946	9	7900230148868,00
15472	CALCA B. FEM. YOUNG CF952	5	7900230152001,00
3136	CALCA B. FEM. YOUNG CF975	1	SEM GTIN
18763	CALCA B. OPOSICAO 61738	2	7909888175936,00
19914	CALCA B. OPOSICAO 65207	3	7909888341850,00
8506	CALCA B. OPOSICAO FEM. 76817	7	7900203496675,00
1597	CALCA B. OPOSICAO FEM. 79019	6	7900203496873,00
18644	CALCA B. OPOSICAO LYCRA 61705	2	7909888156805,00
21442	CALCA B. OPOSICAO LYCRA 67738	3	7909888549829,00
11537	CALCA B. OPOSICAO LYCRA 76742	7	7900203478824,00
695	CALCA B. OPOSICAO LYCRA 76767	6	7900203478336,00
13515	CALCA B. OPOSICAO LYCRA 76768	6	7900203410497,00
11966	CALCA B. OPOSICAO LYCRA 77559	3	7900203495074,00
18643	CALCA B. OPOSICAO MASC. 61632	1	7909888140682,00
19894	CALCA B. OPOSICAO MASC. 66894	1	7909888344455,00
21432	CALCA B. OPOSICAO MASC. 67654	4	7909888537222,00
21435	CALCA B. OPOSICAO MASC. 67665	3	7909888532098,00
21436	CALCA B. OPOSICAO MASC. 67666	1	7909888538045,00
21438	CALCA B. OPOSICAO MASC. 67760	4	7909888517507,00
21704	CALCA B. OPOSICAO MASC. 67774	3	7909888558760,00
21437	CALCA B. OPOSICAO MASC. 70062	3	7909888551501,00
10963	CALCA B. OPOSICAO MASC. 76710	3	7900203484207,00
12427	CALCA B. OPOSICAO MASC. 76711	8	7900203403000,00
25839	CALCA B. OPOSICAO MASC. 76712	3	7900203461802,00
10726	CALCA B. OPOSICAO MASC. 77836	4	9820043673471,00
16409	CALCA B. OPPNUS LYCRA 027	2	9820044058239,00
16366	CALCA B. OPPNUS LYCRA 055	1	9820044064766,00
16635	CALCA B. OPPNUS LYCRA 121	1	9820044065794,00
363	CALCA B. SAWARY LYCRA 220721	1	7895782119919,00
16542	CALCA B. SAWARY LYCRA 264079	1	7909763018877,00
16544	CALCA B. SAWARY LYCRA 265750	1	7909763031012,00
37	CALCA B. SAWARY LYCRA BR 223229	1	7895782323941,00
4335	CALCA B. SAWARY LYCRA BR 39339	1	SEM GTIN
3953	CALCA B. SAWARY LYCRA BR 4680	1	7895784680769,00
3954	CALCA B. SAWARY LYCRA BR 5053	3	7895785053920,00
3966	CALCA B. SAWARY MASC. BR 31071	1	0001656613)00018
3461	CALCA B. YOUNG 1300, 4100	2	410000146,00
13488	CALCA B. YOUNG 222	4	SEM GTIN
4467	CALCA B. YOUNG 3707	1	SEM GTIN
9294	CALCA B. YOUNG CM480	6	7900230169719,00
4092	CALCA B. YOUNG FEM. 2626	1	123452626,00
24829	CALCA B. YOUNG FEM. 754	4	7900230126941,00
24801	CALCA B. YOUNG FEM. 831	2	7900230120499,00
20580	CALCA B. YOUNG FEM. 902	2	7900230104123,00
7079	CALCA B. YOUNG LYCRA 3659	1	SEM GTIN
24982	CALCA B. YOUNG LYCRA 441	3	7900230134717,00
9566	CALCA B. YOUNG LYCRA 549	2	SEM GTIN
13274	CALCA B. YOUNG LYCRA 572	13	7900230119691,00
2513	CALCA B. YOUNG LYCRA 721	5	SEM GTIN
18016	CALCA B. YOUNG LYCRA 739	1	cf&3940
24826	CALCA B. YOUNG LYCRA 739	3	7900230119936,00
18017	CALCA B. YOUNG LYCRA 768	1	cf&6846
24828	CALCA B. YOUNG LYCRA 820	13	7900230121434,00
24802	CALCA B. YOUNG LYCRA 859	2	7900230137626,00
2225	CALCA B. YOUNG LYCRA 888	6	CF88846
24806	CALCA B. YOUNG LYCRA 917	2	7900230138142,00
2550	CALCA B. YOUNG LYCRA 976	3	7900230166398,00
1386	CALCA B. YOUNG LYCRA BR 3725 	1	SEM GTIN
13034	CALCA B. YOUNG LYCRA BRANCA 565	1	CF56546
16695	CALCA B. YOUNG MASC. 109	4	cm10938
11595	CALCA B. YOUNG MASC. 161	5	SEM GTIN
11214	CALCA B. YOUNG MASC. 163	5	cm16348
1505	CALCA B. YOUNG MASC. 164	1	SEM GTIN
13039	CALCA B. YOUNG MASC. 165	1	cm16548
13150	CALCA B. YOUNG MASC. 216	4	SEM GTIN
17728	CALCA B. YOUNG MASC. 272	1	cM@7238
3153	CALCA B. YOUNG MASC. 275	5	7900230122196,00
16758	CALCA B. YOUNG MASC. 275	2	SEM GTIN
17678	CALCA B. YOUNG MASC. 276	4	cm@7644
13312	CALCA B. YOUNG MASC. 285	3	7900230122356,00
22680	CALCA B. YOUNG MASC. 387	3	CM38750
8702	CALCA B. YOUNG MASC. 388	4	SEM GTIN
24798	CALCA B. YOUNG MASC. 400	1	cm40046
612	CALCA B. YOUNG MASC. 402	2	SEM GTIN
24822	CALCA B. YOUNG MASC. 442	5	7900230139538,00
300	CALCA B. YOUNG MASC. 4905	8	SEM GTIN
18019	CALCA B. YOUNG MASC. 5369	4	7900230116393,00
3725	CALCA B. YOUNG MASC. 5372	1	7900230116645,00
3976	CALCA B. YOUNG MASC. 5461, 5806	1	SEM GTIN
4283	CALCA B. YOUNG MASC. 565	1	SEM GTIN
151	CALCA B. YOUNG MASC. 5702	2	SEM GTIN
1970	CALCA B. YOUNG MASC. 5711	1	SEM GTIN
3007	CALCA B. YOUNG MASC. 5780	1	SEM GTIN
17729	CALCA B. YOUNG MASC. 721	2	cf72146
7102	CALCA CAPRI ELITE 19570	2	7892888402990,00
7130	CALCA CAPRI ELITE 19965, 19979, 119204	1	
13721	CALCA DOCE TRAMA 101411	3	7898469630387,00
15448	CALCA DOCE TRAMA 102892	2	7898469500017,00
15465	CALCA DOCE TRAMA 102967	2	7898469511372,00
15466	CALCA DOCE TRAMA 102978	1	7898469480302,00
17002	CALCA DOCE TRAMA 103250	1	7898469557721,00
16918	CALCA DOCE TRAMA 103279	1	7898469562503,00
16930	CALCA DOCE TRAMA 103361	1	7898469575367,00
17006	CALCA DOCE TRAMA 103368	1	7898469554478,00
17868	CALCA DOCE TRAMA 103429	1	7898469601875,00
18228	CALCA DOCE TRAMA 103540	1	7898469616404,00
16913	CALCA DOCE TRAMA 103553	1	7898469596744,00
13730	CALCA DOCE TRAMA 103613	1	7898469997787,00
19072	CALCA DOCE TRAMA 103655	1	7898469659432,00
11772	CALCA DOCE TRAMA 103682	3	7898469993451,00
16915	CALCA DOCE TRAMA 103710	1	7898469641932,00
19073	CALCA DOCE TRAMA 103744	1	7898469636259,00
18984	CALCA DOCE TRAMA 103759	2	7898469643455,00
18935	CALCA DOCE TRAMA 103779	2	7898469992553,00
19448	CALCA DOCE TRAMA 103885	3	7898469669646,00
19969	CALCA DOCE TRAMA 103971	1	7900096001543,00
19982	CALCA DOCE TRAMA 103982	1	7900096026638,00
19464	CALCA DOCE TRAMA 104001	1	7900096034596,00
20401	CALCA DOCE TRAMA 104073	8	7900096024177,00
19974	CALCA DOCE TRAMA 104085	2	7900096005213,00
19990	CALCA DOCE TRAMA 104087	5	7900096011153,00
20839	CALCA DOCE TRAMA 104365	8	7900096070754,00
21769	CALCA DOCE TRAMA 104406	2	7900096070624,00
3400	CALCA DOCE TRAMA 104471	2	7900096144110,00
21776	CALCA DOCE TRAMA 104486	1	7900096052057,00
23554	CALCA DOCE TRAMA 104659	1	7900096142628,00
23887	CALCA DOCE TRAMA 104743	2	7900096091858,00
24082	CALCA DOCE TRAMA 104981	2	7900096185144,00
23881	CALCA DOCE TRAMA 105048	1	7900096154805,00
24089	CALCA DOCE TRAMA 105048	2	7900096183232,00
23883	CALCA DOCE TRAMA 105158	1	7900096166068,00
18235	CALCA DOCE TRAMA 201314	1	7898469609512,00
19475	CALCA DOCE TRAMA 201520	2	7898469671007,00
19547	CALCA DOCE TRAMA 201522	1	7900096033537,00
22052	CALCA DOCE TRAMA 201634	2	7900096083860,00
22054	CALCA DOCE TRAMA 201688	2	7900096080241,00
21789	CALCA DOCE TRAMA 201690	2	7900096089237,00
24090	CALCA DOCE TRAMA 201924	2	7900096172663,00
16921	CALCA DOCE TRAMA 6302523	1	7898469580194,00
16922	CALCA DOCE TRAMA 6302524	2	7898469580767,00
18241	CALCA DOCE TRAMA 6302591	1	7898469595723,00
10501	CALCA ELITE 119891	1	7892888361754,00
18928	CALCA ELITE 129246	1	7892888891312,00
14514	CALCA ELITE 4284	1	7892888435288,00
20813	CALCA ELITE 4294	1	7892888565343,00
21428	CALCA ELITE 4296	7	7892888568924,00
24309	CALCA ELITE 4301	3	7892888867331,00
2092	CALCA ELITE CICLISTA 119477	2	7892888091484,00
9890	CALCA ELITE CICLISTA 119600	7	7892888341909,00
12186	CALCA ELITE CICLISTA 129002	6	
25640	CALCA ELITE EG1-EG3 4267	2	7892888380465,00
8493	CALCA ELITE P-GG 19499	3	7892888287016,00
6550	CALCA ELITE P-GG 4267	9	7892888380670,00
12318	CALCA ELITE TEC-TEL 4116	2	7892888946968,00
3622	CALCA GOLEIRO PENALTY 34026	1	7899421975621,00
4085	CALCA J. AION 102023	1	731060090989,00
2698	CALCA J. AION LYCRA 102008	1	720700091132,00
2134	CALCA J. AION LYCRA 102253	1	783540097890,00
3715	CALCA J. AION LYCRA 102505	1	SEM GTIN
8772	CALCA J. AION LYCRA 102522	1	SEM GTIN
153	CALCA J. AION LYCRA 102526	1	SEM GTIN
8775	CALCA J. AION LYCRA 102715	1	SEM GTIN
1961	CALCA J. AION LYCRA 1347, 1780	1	7890000728591,00
1973	CALCA J. AION LYCRA 1401, 2286	1	800690099567,00
154	CALCA J. AION LYCRA 1506, 102040	1	SEM GTIN
2620	CALCA J. AION MASC. 1555, 1648, 102078	1	7890000822114,00
1564	CALCA J. BIVIK LYCRA 01610, 4345, 3978	1	7899313064648,00
1640	CALCA J. BIVIK LYCRA 02236	2	7898944333369,00
3078	CALCA J. BIVIK LYCRA 06161	1	7898944336216,00
3712	CALCA J. BIVIK LYCRA CIGARRETE 457140	2	7898944334861,00
2338	CALCA J. BIVIK MASC. GG 02509, 4427	1	7898944247383,00
23532	CALCA J. DELIZ M1002	4	7908467682971,00
23533	CALCA J. DELIZ M1002E2	7	7908767949361,00
15468	CALCA J. DOCE TRAMA 102994	1	7898469481217,00
18985	CALCA J. DOCE TRAMA 103765	3	7898469643363,00
19992	CALCA J. DOCE TRAMA 104010	2	7900096003752,00
21172	CALCA J. DOCE TRAMA 104747	1	7900096091940,00
21772	CALCA J. DOCE TRAMA 104753	2	7900096091667,00
23456	CALCA J. DOCE TRAMA 105024	1	7900096175848,00
23890	CALCA J. DOCE TRAMA 105027	3	7900096184284,00
23891	CALCA J. DOCE TRAMA 105028	3	7900096181207,00
25805	CALCA J. DOCE TRAMA 106030	6	7900096436048,00
